smiles,u0
c1c(c([nH]n1)N)CO,-395.991304
c1c(c(on1)N)CO,-415.84805
C(c1c([nH]nn1)N)O,-412.029119
C(c1c(onn1)N)O,-431.894337
c1c(c([nH]n1)CO)N,-395.983516
C(c1c(nn[nH]1)N)O,-412.026623
c1c(c(on1)CO)N,-415.838434
C(c1c(nno1)N)O,-431.884407
c1(c([nH]nc1O)N)N,-412.04965
c1(c(onc1O)N)N,-431.90748
C#Cc1c([nH]nn1)N,-373.666417
C(#N)c1c([nH]nn1)N,-389.771391
NC1=C(N=NO1)C#C,-393.555771
NC1=C(N=NO1)C#N,-409.658159
C#Cc1c(cn[nH]1)N,-357.628388
c1c(c([nH]n1)C#N)N,-373.732636
c1c(c([nH]n1)C=O)N,-394.809795
C#Cc1c(nn[nH]1)N,-373.670059
C(#N)c1c(nn[nH]1)N,-389.772759
C(=O)c1c(nn[nH]1)N,-410.850968
c1(c([nH]nc1O)N)O,-431.923948
c1(c([nH]nc1O)O)N,-431.929307
C#Cc1c(cno1)N,-377.476913
c1c(c(on1)C#N)N,-393.57846
c1c(c(on1)C=O)N,-414.65234
C#Cc1c(nno1)N,-393.52231
C(#N)c1c(nno1)N,-409.622095
C(=O)c1c(nno1)N,-430.697066
c1c(c2n(n1)CC2)N,-358.81693
C1Cn2c1c(nn2)N,-374.858463
NC1=CC(=N)C=NN1,-374.908571
NC1=CC(=N)C=NO1,-394.760076
NC1=CC(=N)N=NN1,-390.935539
NC1=CC(=N)N=NO1,-410.897537
NC1=CC(=N)NN=C1,-374.915812
NC1=CC(=N)NN=N1,-390.947071
NC1=CC(=N)ON=C1,-394.764553
NC1=CC(=N)ON=N1,-410.801075
C#Cc1cc([nH]n1)N,-357.628001
c1c(n[nH]c1N)C#N,-373.733948
C#Cc1cc(on1)N,-377.483524
c1c(noc1N)C#N,-393.58625
c1c(=O)cn[nH]c1N,-394.807898
c1c(=O)cnoc1N,-414.658122
c1c([nH]nnc1=O)N,-410.832668
NC1=CC(=O)N=NO1,-430.798123
c1c(cn[nH]c1=O)N,-394.824816
NC1=CC(=O)NN=N1,-410.855464
c1c(cnoc1=O)N,-414.668603
NC1=CC(=O)ON=N1,-430.704396
c1c(n[nH]c1N)C=O,-394.804521
c1c(noc1N)C=O,-414.656944
c1c(n[nH]c1N)CO,-395.988293
c1c(noc1N)CO,-415.846631
c1c(cnnc1O)N,-394.813393
c1cnn(c1N)C=O,-394.809012
NC1=CC=NNC1=N,-374.925213
c1cn[nH]c(=O)c1N,-394.83135
NC1=CC=NOC1=N,-394.7745
c1cnoc(=O)c1N,-414.67437
c1c(cn(n1)C=O)N,-394.806595
c1c(nnn1C=O)N,-410.843533
c1c(nnc(n1)O)N,-410.860843
c1c(cnnc1O)N,-394.813393
c1c(nc(nn1)O)N,-410.872163
c1c(n(nn1)C=O)N,-410.839977
NC1=CN=NNC1=N,-390.949452
c1c(c(=O)[nH]nn1)N,-410.853965
NC1=CN=NOC1=N,-410.810034
c1c(c(=O)onn1)N,-430.708983
C#Cc1c(c[nH]n1)N,-357.625686
c1c(c(n[nH]1)C#N)N,-373.731409
c1c(c(n[nH]1)C=O)N,-394.80017
c1c(c(n[nH]1)CO)N,-395.988821
NC1=CNN=CC1=N,-374.91132
c1c(c(=O)cn[nH]1)N,-394.809674
NC1=CNN=NC1=N,-390.939269
c1c(c(=O)nn[nH]1)N,-410.834612
C#Cc1c(con1)N,-377.472992
c1c(c(no1)C#N)N,-393.574864
c1c(c(no1)C=O)N,-414.655978
c1c(c(no1)CO)N,-415.839394
NC1=CON=CC1=N,-394.753796
c1c(=O)c(con1)N,-414.649058
NC1=CON=NC1=N,-410.78883
c1c(c(=O)nno1)N,-430.682444
NC1=[NH+]C(=N)C=N[N-]1,-390.972789
NC1=NC(=N)C=NO1,-410.832644
NC1=NC(=N)N=NN1,-406.999579
NC1=NC(=N)N=NO1,-426.979751
NC1=NC(=N)NN=N1,-407.016376
NC1=NC(=N)ON=C1,-410.824178
NC1=NC(=N)ON=N1,-426.86187
C#Cc1nc([nH]n1)N,-373.69485
C(#N)c1nc([nH]n1)N,-389.798537
C#Cc1nc(on1)N,-393.552184
C(#N)c1nc(on1)N,-409.652611
c1c(=O)nc(on1)N,-430.726767
NC1=NC(=O)N=NO1,-446.88987
c1c(nc(=O)[nH]n1)N,-410.885945
c1(nc(=O)[nH]nn1)N,-426.918252
c1c(nc(=O)on1)N,-430.729567
c1(nc(=O)onn1)N,-446.766165
C(=O)c1nc(on1)N,-430.727417
C(c1nc([nH]n1)N)O,-412.061871
C(c1nc(on1)N)O,-431.921209
c1c(nc(nn1)O)N,-410.872163
c1nc(n(n1)C=O)N,-410.876808
NC1=NC=NNC1=N,-390.985319
c1nc(c(=O)[nH]n1)N,-410.889392
NC1=NC=NOC1=N,-410.834295
c1nc(c(=O)on1)N,-430.732031
c1cn(nc1N)C=O,-394.817377
c1nc(nn1C=O)N,-410.880435
c1c(nn(n1)C=O)N,-410.856805
C(=O)n1nc(nn1)N,-426.895075
c1c2n(nc1N)CC2,-358.826357
C1Cn2c1nc(n2)N,-374.890717
c1cc(nnc1N)N,-374.931066
c1c(nnc(n1)O)N,-410.860843
C#Cc1cc(n[nH]1)N,-357.633657
c1c([nH]nc1N)C#N,-373.736936
NC1=NNC(=N)C=N1,-390.967383
NC1=NNC(=N)N=C1,-390.965469
C#Cc1[nH]nc(n1)N,-373.697737
C(#N)c1[nH]nc(n1)N,-389.798319
c1cc(=O)[nH]nc1N,-394.822553
c1c(=O)[nH]nc(n1)N,-410.871598
c1c(n[nH]c(=O)n1)N,-410.868578
c1c([nH]nc1N)C=O,-394.814767
C(=O)c1[nH]nc(n1)N,-410.879179
c1c([nH]nc1N)CO,-395.994208
C(c1[nH]nc(n1)N)O,-412.062756
c1(c([nH]nc1N)N)N,-392.168554
c1(c([nH]nc1N)N)O,-412.044308
c1(c(n[nH]c1O)N)N,-412.048387
C#Cc1c[nH]nc1N,-357.635801
c1c(c(n[nH]1)N)C#N,-373.742768
c1c(c(n[nH]1)N)C=O,-394.814647
c1c(c(n[nH]1)N)CO,-395.989464
NC1=NNC=CC1=N,-374.922028
c1c[nH]nc(c1=O)N,-394.820475
NC1=NNC=NC1=N,-390.982635
C#Cc1c(n[nH]n1)N,-373.674525
C(#N)c1c(n[nH]n1)N,-389.7785
C(=O)c1c(n[nH]n1)N,-410.848984
C(c1c(n[nH]n1)N)O,-412.038009
NC1=NNN=CC1=N,-390.952586
NC1=NNN=NC1=N,-406.98143
C#Cc1cc(no1)N,-377.483613
c1c(onc1N)C#N,-393.58372
NC1=NOC(=N)C=C1,-394.765435
NC1=NOC(=N)C=N1,-410.816204
NC1=NOC(=N)N=C1,-410.808936
C#Cc1nc(no1)N,-393.548849
C(#N)c1nc(no1)N,-409.64568
c1cc(=O)onc1N,-414.665735
c1c(=O)onc(n1)N,-430.71364
c1c(noc(=O)n1)N,-430.71064
c1c(onc1N)C=O,-414.658611
C(=O)c1nc(no1)N,-430.72395
c1c(onc1N)CO,-415.846836
C(c1nc(no1)N)O,-431.917898
c1(c(noc1N)N)N,-412.025406
C#Cc1conc1N,-377.48585
c1c(c(no1)N)C#N,-393.589854
c1c(c(no1)N)C=O,-414.661697
c1c(c(no1)N)CO,-415.841598
NC1=NOC=CC1=N,-394.766931
c1conc(c1=O)N,-414.66239
NC1=NOC=NC1=N,-410.829783
c1nc(=O)c(no1)N,-430.722349
C#Cc1c(non1)N,-393.506275
C(#N)c1c(non1)N,-409.605905
C(=O)c1c(non1)N,-430.676386
C(c1c(non1)N)O,-431.873263
NC1=NON=CC1=N,-410.776246
c1c(=O)c(non1)N,-430.667775
NC1=NON=NC1=N,-426.810511
c1(c(=O)nnon1)N,-446.699043
c1cnoc1N=CN,-394.78652
NC=[NH+]C1=CN=N[N-]1,-390.917001
c1c(onn1)N=CN,-410.828472
c1c(nn[nH]1)N=CN,-390.96691
NC=[NH+]C1=NC=N[N-]1,-390.950251
c1nc(on1)N=CN,-410.851224
c1[nH]nc(n1)N=CN,-390.991985
c1c(n[nH]n1)N=CN,-390.971446
C(=Nc1n[nH]nn1)N,-407.013706
c1nc(no1)N=CN,-410.846057
c1c(non1)N=CN,-410.806079
C(=Nc1nnon1)N,-426.850628
C(c1c(nno1)N)N,-412.007748
C(c1c(onn1)N)N,-412.017315
[NH3+]CC1=C([O-])C=NN1,-395.988146
[NH3+]CC1=C([O-])C=NO1,-415.8251
[NH3+]CC1=C([O-])N=NO1,-431.87254
[NH3+]CC1=C([O-])NN=N1,-412.033866
[NH3+]CC1=C([O-])ON=C1,-415.851116
[NH3+]CC1=C([O-])ON=N1,-431.895012
c1c(onc1O)CN,-415.847577
C(c1nc(no1)N)N,-412.040981
C(c1nc(no1)O)N,-431.912818
[NH3+]CC1=N[N-]C(=O)O1,-431.873123
[NH3+]CC1=N[N-]C(O)=N1,-412.054483
[NH3+]CC1=NNC=C1[O-],-395.991792
[NH3+]CC1=NOC(=N)[N-]1,-412.00957
[NH3+]CC1=NOC([O-])=C1,-415.852297
[NH3+]CC1=NOC=C1[O-],-415.84184
C(c1c(non1)N)N,-411.996617
[NH3+]CC1=NON=C1[O-],-431.873265
c1c2c(no1)ocn2,-413.438627
c1c2c(no1)onn2,-429.43786
c1c2c(nco2)no1,-413.43566
c1c2c(co1)onn2,-413.415821
c1c2c(nno2)no1,-429.431758
c1coc2c1onc2,-397.383542
c1coc2c1onn2,-413.424158
c1coc2c1cno2,-397.384789
O1C=CC2=C1ON=N2,-413.47313
c1coc2n1cnn2,-393.582233
c1coc2n1ncn2,-393.595215
c1coc2n1nnn2,-409.604015
c1c2c(nco2)on1,-413.438529
c1nc2c(o1)nno2,-429.475671
c1c2c(ocn2)on1,-413.436491
O1C=NC2=C1ON=N2,-429.532719
c1nc2c(o1)non2,-429.457388
c1cn2c(n1)ocn2,-393.590403
c1nnc2n1nco2,-409.618069
c1nc2n(n1)nco2,-409.629847
c1nn2c(o1)nnn2,-425.636502
c12c(non1)onn2,-445.451882
c1c2c(cno2)on1,-413.399299
c1c2c(nno2)on1,-429.436286
c1c2cnoc2on1,-413.405534
O1N=CC2=C1ON=N2,-429.492222
c1cn2cnoc2n1,-393.574352
c1nnc2n1cno2,-409.600485
c1nc2n(n1)cno2,-409.615051
c1noc2n1nnn2,-425.619995
c12c(nno1)onn2,-445.469261
O1N=NC2=C1ON=N2,-445.56185
c1cn2c(n1)onn2,-409.591574
c1nnc2n1nno2,-425.615378
c1nc2n(n1)nno2,-425.630153
c12nnnn1nno2,-441.632177
c1cnnccc1=O,-377.495885
c1nc(=O)ncnn1,-409.600768
C#Cc1[nH]c(=O)on1,-413.441652
c1[nH]c(=O)c(=O)on1,-450.610187
C#Cc1[nH]c(=O)[nH]n1,-393.58885
C1Cn2c1n[nH]c2=O,-394.783504
c1c(=O)[nH]c(=O)[nH]n1,-430.783131
c1(=O)c(=O)[nH]nn[nH]1,-446.771472
c1noc(=O)c(=O)o1,-470.473869
C#Cc1noc(=O)o1,-433.310222
C(#N)c1noc(=O)o1,-449.40235
C1Cn2c1noc2=O,-414.638898
c1(=O)c(=O)onno1,-486.463105
c1c(nncn1)C=O,-393.584376
c1c(ncnn1)C=O,-393.590441
c1c(nnnn1)C=O,-409.574782
c1cnnc(n1)C=O,-393.585755
c1nc(nnn1)C=O,-409.607381
C(=O)c1[nH]c(=O)[nH]n1,-430.762552
C(=O)c1[nH]c(=O)on1,-450.612079
C(=O)c1noc(=O)o1,-470.481913
c1cn[nH]c1CC=O,-378.750333
c1cnoc1CC=O,-398.601991
c1c([nH]nn1)CC=O,-394.785184
c1c(onn1)CC=O,-414.642531
c1c(cn[nH]1)CC=O,-378.748885
c1c(nn[nH]1)CC=O,-394.787297
c1c(con1)CC=O,-398.597433
c1c(nno1)CC=O,-414.640856
c1nc([nH]n1)CC=O,-394.81383
c1nc(on1)CC=O,-414.66586
c1c[nH]nc1CC=O,-378.752228
c1[nH]nc(n1)CC=O,-394.814462
c1c(n[nH]n1)CC=O,-394.792635
c1conc1CC=O,-398.601246
c1nc(no1)CC=O,-414.66502
c1c(non1)CC=O,-414.623819
C(C=O)c1nnon1,-430.666858
c1cnn(c1)CC=O,-378.743679
c1cn(nn1)CC=O,-394.778922
c1ncn(n1)CC=O,-394.804469
c1nncn1CC=O,-394.791219
c1nnnn1CC=O,-410.818522
c1cnn(n1)CC=O,-394.78658
c1nnn(n1)CC=O,-410.824383
C(C=O)n1nnnn1,-426.843748
c1n[nH]c(=O)n1C=O,-430.775379
c1noc(=O)n1C=O,-450.628008
c1[nH]c(=O)n(n1)C=O,-430.773927
c1nn(c(=O)o1)C=O,-450.643337
C(=O)n1c(=O)[nH]nn1,-446.785626
C(=O)n1c(=O)onn1,-466.641065
c1cn[nH]c1NC=O,-394.819343
c1cnoc1NC=O,-414.668956
c1c(onn1)NC=O,-430.710275
c1c(cn[nH]1)NC=O,-394.819428
c1c(nn[nH]1)NC=O,-410.864265
c1c(con1)NC=O,-414.669791
c1c(nno1)NC=O,-430.715723
c1nc(on1)NC=O,-430.737852
c1c[nH]nc1NC=O,-394.828199
c1c(n[nH]n1)NC=O,-410.867802
C(=O)Nc1n[nH]nn1,-426.899276
c1conc1NC=O,-414.677178
c1nc(no1)NC=O,-430.735863
c1c(non1)NC=O,-430.699228
C(=O)Nc1nnon1,-446.736321
c1cn[nH]c1OC=O,-414.689341
c1cnoc1OC=O,-434.540884
O=COC1=CN=NO1,-450.618192
c1c(cn[nH]1)OC=O,-414.686791
c1c(nn[nH]1)OC=O,-430.727172
c1c(con1)OC=O,-434.532949
c1c(nno1)OC=O,-450.577136
c1nc(on1)OC=O,-450.603725
c1c[nH]nc1OC=O,-414.695038
c1c(n[nH]n1)OC=O,-430.732594
c1conc1OC=O,-434.542025
c1nc(no1)OC=O,-450.604448
c1c(non1)OC=O,-450.561793
C(=O)Oc1nnon1,-466.602569
C#Cc1cn[nH]c1O,-377.511131
C#Cc1c(cn[nH]1)O,-377.504606
C#Cc1c(nn[nH]1)O,-393.546675
c1c(c2n(n1)CC2)O,-378.693802
C1Cn2c1c(nn2)O,-394.737688
OC1=CC(=N)C=NN1,-394.788323
OC1=CC(=N)N=NN1,-410.808117
OC1=CC(=N)N=NO1,-430.781724
OC1=CC(=N)NN=C1,-394.790343
OC1=CC(=O)N=NO1,-450.681937
OC1=CC=NNC1=N,-394.788955
OC1=CC=NOC1=N,-414.65203
c1cnoc(=O)c1O,-434.54994
c1c(nnn1C=O)O,-430.721562
c1c(c(cnn1)O)O,-414.675937
OC1=CN=NOC1=N,-430.669302
OC1=CNN=CC1=N,-394.776419
OC1=NC(=N)C=NN1,-410.860459
OC1=NC(=N)C=NO1,-430.705592
OC1=NC(=N)N=NN1,-426.881535
OC1=NC(=N)N=NO1,-446.856209
OC1=NC(=N)NN=N1,-426.888694
OC1=NC(=N)ON=N1,-446.731116
C(#N)c1nc([nH]n1)O,-409.676885
c1c(=O)nc(on1)O,-450.597637
OC1=NC(=O)N=NO1,-466.765846
c1(=O)[nH]nnc(n1)O,-446.789041
c1nc(n(n1)C=O)O,-430.756066
OC1=NC=NNC1=N,-410.852385
OC1=NC=NOC1=N,-430.700425
c1nc(c(=O)on1)O,-450.598444
c1cn(nc1O)C=O,-414.696449
c1nc(nn1C=O)O,-430.75513
c1c(nn(n1)C=O)O,-430.733716
C(=O)n1nc(nn1)O,-446.769004
c1c2n(nc1O)CC2,-378.706658
C1Cn2c1nc(n2)O,-394.767915
c1cc(nnc1O)O,-414.695732
C#Cc1cc(n[nH]1)O,-377.513251
c1c([nH]nc1O)C#N,-393.615585
OC1=NNC(=N)C=C1,-394.796642
OC1=NNC(=N)C=N1,-410.844351
c1cc(n[nH]c1=O)O,-414.703352
c1c(=O)[nH]nc(n1)O,-430.747841
c1c([nH]nc1O)C=O,-414.694059
C#Cc1c[nH]nc1O,-377.512688
c1c(c(n[nH]1)O)C#N,-393.618946
c1c(c(n[nH]1)O)C=O,-414.69377
OC1=NNC=CC1=N,-394.794414
C#Cc1c(n[nH]n1)O,-393.549805
C(#N)c1c(n[nH]n1)O,-409.652808
C(=O)c1c(n[nH]n1)O,-430.726315
C#Cc1cc(no1)O,-397.361725
c1c(onc1O)C#N,-413.460692
OC1=NOC(=N)C=C1,-414.645534
OC1=NOC(=N)C=N1,-430.691831
C#Cc1nc(no1)O,-413.423301
C(#N)c1nc(no1)O,-429.518512
c1cc(=O)onc1O,-434.545669
c1c(=O)onc(n1)O,-450.588878
c1c(onc1O)C=O,-434.536296
C(=O)c1nc(no1)O,-450.597429
C#Cc1conc1O,-397.361082
c1c(c(no1)O)C#N,-413.464232
c1c(c(no1)O)C=O,-434.539298
c1conc(c1=O)O,-434.530794
OC1CN2N=CC=C12,-378.696417
OC1CN2N=CN=C12,-394.753396
OC1CN2N=NC=C12,-394.729775
c1c(c([nH]n1)CO)O,-415.861201
C(c1c(nn[nH]1)O)O,-431.906612
C(c1c(nno1)O)O,-451.758862
c1c(c([nH]n1)O)CO,-415.872085
c1c([nH]nc1O)CO,-415.874484
c1c(onc1O)CO,-435.725372
c1c(nncn1)CO,-394.778287
c1c(ncnn1)CO,-394.779471
c1c(nnnn1)CO,-410.773099
c1c(c(n[nH]1)O)CO,-415.870226
c1c(c(no1)O)CO,-435.720906
C(c1[nH]nc(n1)O)O,-431.940321
C(c1nc(no1)O)O,-451.790591
c1cnnc(n1)CO,-394.782809
c1nc(nnn1)CO,-410.806923
C(c1[nH]c(=O)[nH]n1)O,-431.954171
c1c(n[nH]c1O)CO,-415.866527
c1c(c(n[nH]1)CO)O,-415.867909
C(c1c(n[nH]n1)O)O,-431.912378
OCC1=NOC(=N)O1,-451.773511
C(c1[nH]c(=O)on1)O,-451.803412
C(c1noc(=O)o1)O,-471.676354
C(c1c(non1)O)O,-451.745365
c1cn[nH]c1CCO,-379.937415
c1cnoc1CCO,-399.790492
c1c([nH]nn1)CCO,-395.973372
c1c(onn1)CCO,-415.832124
c1c(cn[nH]1)CCO,-379.93514
c1c(nn[nH]1)CCO,-395.97472
c1c(con1)CCO,-399.785245
c1c(nno1)CCO,-415.829764
c1nc([nH]n1)CCO,-396.002313
c1nc(on1)CCO,-415.855848
c1c[nH]nc1CCO,-379.937794
c1[nH]nc(n1)CCO,-396.001457
c1c(n[nH]n1)CCO,-395.979656
C(CO)c1n[nH]nn1,-412.020443
c1conc1CCO,-399.788574
c1nc(no1)CCO,-415.854064
c1c(non1)CCO,-415.812817
C(CO)c1nnon1,-431.857319
c1cnn(c1)CCO,-379.933044
c1cn(nn1)CCO,-395.969262
c1ncn(n1)CCO,-395.994886
c1nncn1CCO,-395.982031
c1nnnn1CCO,-412.01028
c1cnn(n1)CCO,-395.97608
c1nnn(n1)CCO,-412.015332
C(CO)n1nnnn1,-428.036303
c1cc([nH]c1)N(=O)=O,-414.619764
c1cc(oc1)N(=O)=O,-434.476794
c1c(ocn1)N(=O)=O,-450.531303
c1coc(n1)N(=O)=O,-450.526336
c1c[nH]cc1N(=O)=O,-414.617625
c1c(nc[nH]1)N(=O)=O,-430.671616
c1cocc1N(=O)=O,-434.478256
c1c(nco1)N(=O)=O,-450.533527
c1cnoc1N(=O)=O,-450.492756
c1c(onn1)N(=O)=O,-466.527948
c1c(cn[nH]1)N(=O)=O,-430.654601
c1c(con1)N(=O)=O,-450.497687
c1c(nno1)N(=O)=O,-466.533735
c1nc(on1)N(=O)=O,-466.545965
c1c[nH]nc1N(=O)=O,-430.6521
c1[nH]nc(n1)N(=O)=O,-446.705594
c1c(n[nH]n1)N(=O)=O,-446.688362
c1conc1N(=O)=O,-450.493176
c1nc(no1)N(=O)=O,-466.548854
c1c(non1)N(=O)=O,-466.511716
c1(nnon1)N(=O)=O,-482.546002
Cc1cc(=NO)cc[nH]1,-418.010155
Cc1cc(=NO)cco1,-437.879025
c1c[nH]c(cc1=NO)N,-434.058691
c1coc(cc1=NO)N,-453.929909
c1c[nH]c(cc1=NO)O,-453.939232
c1coc(cc1=NO)O,-473.807948
Cn1ccc(=NO)cc1,-417.997627
Cc1c[nH]ccc1=NO,-418.008742
Cc1coccc1=NO,-437.875456
c1c[nH]cc(c1=NO)N,-434.058244
c1cocc(c1=NO)N,-453.923983
c1c[nH]cc(c1=NO)O,-453.926963
c1cccc(=NO)cc1,-400.735151
c1ccncc(=NO)c1,-416.777187
c1cncncc1=NO,-432.826591
c1cncc(=NO)cn1,-432.821519
CC(=NO)c1ccc[nH]1,-418.010397
CC(=NO)c1cnc[nH]1,-434.068077
CC(=N[O-])C1=[NH+]C=CN1,-434.04394
CC(=NO)c1cc[nH]c1,-418.010735
CC(=N[O-])C1=CNC=[NH+]1,-434.011591
CC(=NO)c1ccn[nH]1,-434.051636
Cc1cc(=NO)cn[nH]1,-434.037582
Cc1cc(=NO)cno1,-453.886281
Cc1c[nH]ncc1=NO,-434.036527
Cc1concc1=NO,-453.882602
Cc1c(=NO)cc[nH]n1,-434.040915
Cc1c(=NO)cn[nH]n1,-450.070358
Cc1c(=NO)ccon1,-453.887952
Cc1c(=NO)cnon1,-469.89848
Cn1ccc(=NO)cn1,-434.026804
Cn1ncc(=NO)cn1,-450.058739
c1c(=NO)cn[nH]c1N,-450.086116
c1c(=NO)cnoc1N,-469.938455
c1c(c(=NO)cn[nH]1)N,-450.08668
c1c(=NO)c(con1)N,-469.930835
c1c[nH]nc(c1=NO)N,-450.099015
c1c(=NO)c(n[nH]n1)N,-466.128985
c1conc(c1=NO)N,-469.944952
c1c(=NO)c(non1)N,-485.955012
c1cnnccc1=NO,-432.784441
c1c(=NO)cn[nH]c1O,-469.960044
c1c(c(=NO)cn[nH]1)O,-469.954863
c1c[nH]c(cc1=NO)F,-477.959348
c1coc(cc1=NO)F,-497.827754
c1c[nH]cc(c1=NO)F,-477.952456
c1cocc(c1=NO)F,-497.816951
c1c(=NO)cn[nH]c1F,-493.984916
c1c[nH]nc(c1=NO)F,-493.983211
CC(=NO)CC(C)(C)C,-405.527293
CC(=NO)CC(C)(C)O,-441.459105
CC(C)(C)C(=NO)C#C,-403.078304
CC(C)(C(=NO)C#C)O,-439.002212
CC(C)(C)C(=NO)CO,-441.444392
CCC(=NO)C(C)(C)C,-405.518469
CCC(=NO)C(C)(C)O,-441.453544
CC(=NO)C(C)(C)C#C,-403.083125
CC(=NO)C(C)(C)C#N,-419.191391
CC(=NO)C(C)(C)C=O,-440.263564
CC(=NO)C(C)(C)CO,-441.447755
CC(=NO)C(C)(O)CO,-477.384238
CCC(C)(C)C(=NO)C,-405.523577
CCC(C)(O)C(C)=NO,-441.458084
CC(=NO)C(C)(C)OC,-441.442088
CC(=NO)C#CC(=O)C,-437.839278
CC(=N[O-])C#CC(N)=[NH2+],-433.987326
CC(=NO)C#CC(=O)N,-453.909527
CC(=N)OCC(C)=NO,-456.318047
CC(=NO)CCC(=O)C,-440.276039
CC(=NO)CCC(=O)N,-456.347165
CC(=NO)CNC(=O)C,-456.34554
CC(=NO)CNC(=O)N,-472.407195
CC(=NO)COC(=O)C,-476.220576
CC(=NO)COC(=O)N,-492.287276
CC(C)C#CC(=NO)C,-403.096577
CC(O)C#CC(C)=NO,-439.01846
CC(C)CCC(=NO)C,-405.528023
CC(C)OCC(=NO)C,-441.447974
CC(O)CCC(C)=NO,-441.455057
CC1(C)CC(=NO)C1O,-440.237072
CC1(O)CC(=NO)C1O,-476.164098
CC1C(CC1(C)C)=NO,-404.311936
CC1C(CC1(C)O)=NO,-440.240031
CC1(C)CC(O)C1=NO,-440.236257
CC1(O)CC(O)C1=NO,-476.162019
CC1CC(C)(C)C1=NO,-404.312414
CC1CC(C)(O)C1=NO,-440.238754
CC1NC(C)(C)C1=NO,-420.355344
CC1OC(C)(C)C1=NO,-440.240524
CC(=NO)C1CC1(C)C,-404.312092
CC(=NO)C1CC1(C)O,-440.236884
CC(=NO)C1NC1(C)C,-420.354736
CC(=NO)C1OC1(C)C,-440.239211
CC1(CC(=NO)C=C1)C,-403.135131
CC1(O)CC(C=C1)=NO,-439.061295
CC1(CC(=NO)CO1)C,-440.261999
CC1(CCC(=NO)C1)C,-404.338791
CC1(O)CCC(C1)=NO,-440.266455
CC(=O)CC(=NO)C#C,-437.828414
CC(=NO)CC(=O)C#C,-437.825269
CC(=NO)CC(=O)C#N,-453.924711
NC(=[NH2+])CC(=N[O-])C#N,-450.091038
C#CC(=NO)CC(=O)N,-453.900016
CC(=NO)CC(=O)C=O,-474.999547
NC(=[NH2+])CC(C=O)=N[O-],-471.16035
CC(C)CC(=NO)C#C,-403.082992
CC(O)CC(=NO)C#C,-439.012896
CN(C)CC(=NO)C#C,-419.112204
C[NH+](C)CC(C=O)=N[O-],-456.275403
CC(CC(O)C#C)=NO,-439.006825
CC(CC(O)C#N)=NO,-455.112387
CC(CC(C)=NO)C#C,-403.084691
CC(CC(C)=NO)C#N,-419.193148
CC(CC(O)C=O)=NO,-476.191932
CC(CC(C)=NO)C=O,-440.262886
CC(=NO)CN(C)C=O,-456.326838
CC(=NO)CC(=O)CO,-476.199027
CCC(=O)CC(=NO)C,-440.276202
CCC(=NO)CC(=O)C,-440.273819
CCC(=NO)CC(=O)N,-456.346674
CC(=NO)CC(=O)NC,-456.343924
CC(=NO)CC(=O)OC,-476.219219
NC(=[NH2+])CC(CO)=N[O-],-472.331082
CC(C)CC(=NO)CO,-441.448933
CC(O)CC(CO)=NO,-477.374273
CCC(=NO)CC(C)C,-405.525454
CCC(CC(C)O)=NO,-441.450399
C[NH+](C)CC(CO)=N[O-],-457.425547
CC(CC(O)CO)=NO,-477.378229
CC(CO)CC(C)=NO,-441.449742
CCC(C)CC(C)=NO,-405.527743
CCC(O)CC(C)=NO,-441.455738
COC(C)CC(C)=NO,-441.444833
CC1(CC(C1)=NO)C#C,-401.866087
CC1(CC(C1)=NO)C#N,-417.973758
ON=C1CC(O)(C1)C#C,-437.789883
ON=C1CC(O)(C1)C#N,-453.895121
CC1(CC(C1)=NO)C=O,-439.045335
ON=C1CC(O)(C1)C=O,-474.975499
CC1(CO)CC(C1)=NO,-440.231325
CCC1(C)CC(C1)=NO,-404.308705
CCC1(O)CC(C1)=NO,-440.236984
COC1(C)CC(C1)=NO,-440.226244
OCC1(O)CC(C1)=NO,-476.16135
CC(=NO)CC1(CC1)C,-404.307066
CC(CC1(C)CO1)=NO,-440.234794
CC(=NO)CC1(CC1)O,-440.236116
CC#CC#CC(=NO)C,-400.673965
CC#CCCC(=NO)C,-403.095329
CC(=NO)C#CCC#C,-400.646097
CC(=NO)C#CCC#N,-416.752516
CC(=NO)C#CCC=O,-437.827991
CC(=NO)CC#CC#C,-400.658762
CC(=NO)CC#CC#N,-416.758927
CC(=NO)CC#CC=O,-437.824643
CC(=NO)CCCC#C,-403.084465
CC(=NO)CCCC#N,-419.19291
CC(=NO)CNCC#N,-435.228101
CC(=NO)COCC#C,-438.994417
CC(=NO)COCC#N,-455.101019
CC(=NO)CCCC=O,-440.261956
CC(=NO)CCNC=O,-456.334792
CC(CCOC=N)=NO,-456.301628
CC(=NO)CCOC=O,-476.205393
CC(=NO)CNCC=O,-456.298552
CC(=NO)COCC=O,-476.173775
CC(=NO)COC=NC,-456.297919
CC(=NO)CC#CCO,-439.011348
CCC#CCC(=NO)C,-403.093916
CC(=NO)CN=COC,-456.290387
CC(=NO)C#CCCO,-439.01634
CCCC#CC(=NO)C,-403.096092
CC(=NO)C#CCOC,-439.001744
CC(=NO)CCCCO,-441.448186
CC(=NO)COCCO,-477.367583
CCCCCC(=NO)C,-405.528326
CCCOCC(=NO)C,-441.442051
CCOCCC(=NO)C,-441.445849
CC(=NO)CCCOC,-441.440803
CC1(C=CCC1=NO)C,-403.131114
