smiles,g298
CC(C(N)=[NH2+])C([O-])=O,-417.159144
CC(C(=O)N)C(=O)N,-417.171041
CC(=N)N(C)C(=O)C,-381.197605
CC(=N)N(C)C(=O)N,-397.268451
CC(=O)N(C)C(=O)C,-401.084745
CC(=O)N(C)C(=O)N,-417.17218
CN(C(=O)N)C(=O)N,-433.214782
NC(=[NH2+])C(O)C([O-])=O,-453.079452
C(C(=O)N)(C(=O)N)O,-453.088434
NC(C(N)=[NH2+])C([O-])=O,-433.203727
C(C(=O)N)(C(=O)N)N,-433.210046
NC(=O)C([NH3+])C([O-])=O,-453.102617
CC(C)C(=O)C(=O)C,-385.019307
CC(C)C(=O)C(=N)N,-381.192191
CC(C)C(=O)C(=O)N,-401.094578
CC(O)C(=O)C(C)=O,-420.944734
CC(O)C(=O)C(N)=N,-417.118042
CC(O)C(=O)C(N)=O,-437.019744
CC(=O)C(=N)N(C)C,-381.169536
CN(C)C(=[NH2+])C([O-])=O,-417.125473
CC(=O)C(=O)N(C)C,-401.077598
CN(C)C(=O)C(=N)N,-397.248208
CN(C)C(=O)C(=O)N,-417.154422
CC(C)C(=O)C(C)C,-350.278018
CC(C)C(=O)C(C)O,-386.205699
CC(C)C(=O)N(C)C,-366.334952
CC(O)C(=O)C(C)O,-422.132013
CC(O)C(=O)N(C)C,-402.26388
CN(C)C(=O)N(C)C,-382.37911
CC(C)C(C)C(C)=O,-350.27635
CC(C)C(C)C(N)=O,-366.349016
CC(C)C([NH3+])C([O-])=O,-402.27633
CC(C)C(O)C(C)=O,-386.206943
CC(C)C(O)C(N)=O,-402.279118
CC(C)N(C)C(=O)C,-366.338405
CC(C)N(C)C(=O)N,-382.400801
CC([NH+](C)C)C([O-])=O,-402.260792
CC([NH3+])C(C)C([O-])=O,-402.27857
CC([NH3+])C(N)C([O-])=O,-418.325241
CC([NH3+])C(O)C([O-])=O,-438.210057
CC(O)C(C)C(C)=O,-386.206727
CC(O)C(C)C(N)=O,-402.280328
CC(O)C([NH3+])C([O-])=O,-438.207001
CC(O)C(O)C(C)=O,-422.132881
CC(O)C(O)C(N)=O,-438.208541
CC(C)C(C)C(C)C,-315.524083
CC(C)C(C)C(C)O,-351.451631
CC(C)C(C(C)C)O,-351.454454
CC(C)C(O)C(C)O,-387.384699
CC(O)C(C)C(C)O,-387.380038
CC(O)C(O)C(C)O,-423.311685
CC#CC1(CCC1)C,-311.87918
CC#CC1(C)CCO1,-347.802733
CC#CC1(COC1)C,-347.798246
CC#CC1(CCC1)O,-347.805549
CC#CC1(COC1)O,-383.722037
CC1(CCC1)CC#C,-311.865675
CC1(CC#C)CCO1,-347.791976
CC1(COC1)CC#C,-347.784641
CC1(CCC1)CC#N,-327.974601
CC1(CC#N)CCO1,-363.900159
CC1(COC1)CC#N,-363.892285
C1C(CO1)(CC#N)N,-379.936931
C#CCC1(CCC1)O,-347.796106
C#CCC1(COC1)O,-383.712749
C1CC(C1)(CC#N)O,-363.903714
C1C(CO1)(CC#N)O,-399.81892
CC1(CCC1)CC=O,-349.042635
CC1(CC=O)CCO1,-384.970699
CC1(COC1)CC=O,-384.960886
CC1(CCC1)NC=O,-365.117523
CC1(CCC1)OC=O,-384.992211
CC1(COC1)NC=O,-401.035241
CC1(COC1)OC=N,-401.004711
CC1(COC1)OC=O,-420.907098
C1CC(C1)(CC=O)O,-384.972292
C1C(CO1)(CC=O)O,-420.888375
CC1(CCC1)CCO,-350.227834
CC1(CCO)CCO1,-386.156596
CC1(COC1)CCO,-386.147768
CCCC1(CCC1)C,-314.308139
CCCC1(C)CCO1,-350.236799
CCCC1(COC1)C,-350.228404
CCCC1(CCC1)O,-350.237647
CCCC1(COC1)O,-386.155716
CCOC1(CCC1)C,-350.232414
CCOC1(COC1)C,-386.149614
CC1(CCC1)COC,-350.223519
COCC1(C)CCO1,-386.150145
CC1(COC1)COC,-386.142701
COCC1(CCC1)O,-386.15409
COCC1(COC1)O,-422.071145
C1CC(C1)(CCO)O,-386.156493
C1C(CO1)(CCO)O,-422.075428
CC#CC1(C)CC1C,-311.88239
CC#CC1(C)CC1O,-347.804172
CC#CC1(C)CN1C,-327.914894
CC#CC1(C)NC1C,-327.923519
CC#CC1(C)OC1C,-347.809142
CC#CC1(O)CC1C,-347.804529
CC#CC1(O)CC1O,-383.725631
CC1(CC#C)CC1O,-347.787827
CC1(CC#N)CC1O,-363.896567
CC1CC1(C)CC#C,-311.865647
CC1CC1(C)CC#N,-327.974667
CC1CC1(O)CC#C,-347.792781
CC1CC1(O)CC#N,-363.900884
CC1NC1(C)CC#C,-327.910443
CC1NC1(C)CC#N,-344.018284
CC1OC1(C)CC#C,-347.795742
CC1OC1(C)CC#N,-363.903684
CN1CC1(C)CC#C,-327.899225
CN1CC1(C)CC#N,-344.008294
NC1(CC#N)CC1O,-379.944391
OC1CC1(O)CC#C,-383.71429
OC1CC1(O)CC#N,-399.821747
CC1(CC1O)NC=O,-401.036172
CC1(CC1O)OC=N,-401.008032
CC1(CC1O)OC=O,-420.9108
CC1(CC=O)CC1O,-384.966307
CC1CC1(C)CC=O,-349.044059
CC1CC1(C)NC=O,-365.116446
CC1CC1(C)OC=O,-384.989657
CC1CC1(O)CC=O,-384.969066
CC1NC1(C)CC=O,-365.088059
CC1OC1(C)CC=O,-384.974755
CN1CC1(C)CC=O,-365.078139
OC1CC1(O)CC=O,-420.89219
CC1(CCO)CC1O,-386.151796
CC1CC1(C)CCO,-350.229165
CC1CC1(O)CCO,-386.156063
CC1NC1(C)CCO,-366.275808
CC1OC1(C)CCO,-386.160915
CCCC1(C)CC1C,-314.309112
CCCC1(C)CC1O,-350.232236
CCCC1(C)CN1C,-330.341851
CCCC1(C)OC1C,-350.240854
CCCC1(O)CC1C,-350.235011
CCCC1(O)CC1O,-386.15707
CCOC1(C)CC1C,-350.231159
CCOC1(C)CC1O,-386.153575
CN1CC1(C)CCO,-366.263543
COCC1(C)CC1C,-350.222903
COCC1(C)CC1O,-386.14723
COCC1(C)CN1C,-366.256609
COCC1(C)NC1C,-366.267275
COCC1(C)OC1C,-386.152257
COCC1(O)CC1C,-386.149194
COCC1(O)CC1O,-422.071392
OCCC1(O)CC1O,-422.076883
CC(=O)C1(CCC1)C,-349.055742
CC(=O)C1(C)CCO1,-384.983029
CC(=O)C1(COC1)C,-384.973152
CC(=O)C1(CCC1)O,-384.984335
CC(=O)C1(COC1)O,-420.898435
CC1(CCC1)C(=O)N,-365.127581
CC1(CC[NH2+]1)C([O-])=O,-401.055034
CC1(CCO1)C(N)=O,-401.057756
CC1(C[NH2+]C1)C([O-])=O,-401.048256
CC1(COC1)C(=O)N,-401.045366
C1C(CO1)(C(=O)N)N,-417.093583
C1CC(C1)(C(=O)N)O,-401.060919
C1C(CO1)(C(=O)N)O,-436.974716
[NH3+]C1(CCC1)C([O-])=O,-401.056738
NC1(C[NH2+]C1)C([O-])=O,-417.095137
[NH3+]C1(COC1)C([O-])=O,-436.971881
OC1(C[NH2+]C1)C([O-])=O,-436.980637
CC(C)C1(CCC1)C,-314.306803
CC(C)C1(C)CCO1,-350.236271
CC(C)C1(COC1)C,-350.226636
CC(C)C1(CCC1)O,-350.237403
CC(C)C1(COC1)O,-386.156027
CC(O)C1(C)CCC1,-350.2334
CC(O)C1(C)CCO1,-386.158894
CC(O)C1(C)COC1,-386.153681
CC(O)C1(O)CCC1,-386.16567
CC(O)C1(O)COC1,-422.083474
CC(C)C1(C)CC1C,-314.307724
CC(C)C1(C)CC1O,-350.23136
CC(C)C1(C)CN1C,-330.340889
CC(C)C1(C)OC1C,-350.240192
CC(C)C1(O)CC1C,-350.235301
CC(C)C1(O)CC1O,-386.158126
CC(O)C1(C)CC1C,-350.234365
CC(O)C1(C)CC1O,-386.160635
CC(O)C1(C)CN1C,-366.267712
CC(O)C1(C)NC1C,-366.279934
CC(O)C1(C)OC1C,-386.164581
CC(O)C1(O)CC1C,-386.162746
CC(O)C1(O)CC1O,-422.083163
CC(=O)C1(C)CC1O,-384.986658
CC(=O)C1(O)CC1O,-420.910774
CC1(CC1[NH3+])C([O-])=O,-400.977944
CC1(CC1O)C(N)=O,-401.055338
CC1CC1(C)C(C)=O,-349.060538
CC1CC1(C)C(N)=O,-365.131734
CC1CC1([NH3+])C([O-])=O,-401.061039
CC1CC1(O)C(C)=O,-384.986997
CC1CC1(O)C(N)=O,-401.059723
CC1NC1(C)C(C)=O,-365.106541
CC1NC1(C)C(N)=O,-381.178273
CC1OC1(C)C(C)=O,-384.987677
CC1OC1(C)C(N)=O,-401.061947
CN1CC1(C)C(C)=O,-365.092496
CN1CC1(C)C(N)=O,-381.166214
NC(=O)C1(O)CC1O,-436.984226
[NH3+]C1(CC1O)C([O-])=O,-436.983758
NC1(CC1[NH3+])C([O-])=O,-417.107426
[NH3+]C1CC1(O)C([O-])=O,-436.986138
CC(=O)C1CC(=N)O1,-399.850027
CC(=O)C1CC(=O)C1,-383.805496
CC(=O)C1CC(=O)N1,-399.874068
CC(=O)C1CC(=O)O1,-419.75505
CC(=O)N1CC(=O)C1,-399.863288
NC(=O)C1CC(=N)O1,-415.924184
C1C(CC1=O)C(=O)N,-399.877584
NC(=O)C1CC(=O)N1,-415.945262
NC(=O)C1CC(=O)O1,-435.82869
C1C(=O)CN1C(=O)N,-415.925317
[O-]C(=O)C1CC(=[NH2+])N1,-415.919076
CC(C)C1CC(=N)O1,-365.108123
CC(C)C1CC(=O)C1,-349.058609
CC(C)C1CC(=O)N1,-365.129294
CC(C)C1CC(=O)O1,-385.013097
CC(C)N1CC(=O)C1,-365.091941
CC(O)C1CC(=N)O1,-401.035963
CC(O)C1CC(=O)C1,-384.984278
CC(O)C1CC(=O)N1,-401.057078
CC(O)C1CC(=O)O1,-420.940961
CC(C)C1CC(C)C1,-314.312405
CC(C)C1CC(C)O1,-350.239334
CC(C)C1CC(O)C1,-350.236651
CC(O)C1CC(C)C1,-350.23766
CC(O)C1CC(C)O1,-386.168949
CC(O)C1CC(O)C1,-386.162229
CC(=O)C1CC(O)C1,-384.985263
CC(=O)N1CC(C1)O,-401.04636
CC1CC(C1)C(C)=O,-349.058427
CC1CC(C1)C(N)=O,-365.131459
CC1CC([NH2+]1)C([O-])=O,-401.054659
CC1CC(O1)C(C)=O,-384.984069
CC1CC(O1)C(N)=O,-401.058662
CC1CN(C1)C(=O)C,-365.124571
CC1CN(C1)C(=O)N,-381.18477
C[NH+]1CC(C1)C([O-])=O,-400.994963
NC(=O)C1CC(O)C1,-401.058228
C1C(CN1C(=O)N)O,-417.106995
[NH3+]C1CC(C1)C([O-])=O,-400.970767
CC1(C)C2CC1C2O,-348.975353
CC1(C)C2OC1C2O,-384.895942
CC1(O)C2CC1C2O,-384.918414
CC1(O)C2NC1C2O,-400.955542
CC1(O)C2OC1C2O,-420.833122
CC1C2CC1C2(C)C,-313.051384
CC1C2CC1C2(C)O,-348.98437
CC1C2OC1C2(C)C,-348.973493
CC1C2OC1C2(C)O,-384.907361
CN1C2CC1C2(C)O,-365.002761
CC1(C)CC2CCC12,-313.084904
CC1(C)CC2COC12,-349.009848
CC1(C)CC2OCC12,-349.007432
CC1(C)OC2CCC12,-349.016427
CC1(C)OC2COC12,-384.938247
CC1(O)CC2CCC12,-349.0128
CC1(O)CC2COC12,-384.936525
CC1(O)CC2OCC12,-384.934967
CC1(O)CN2CCC12,-365.04626
CC1(C)C2CC(=O)C12,-347.835259
CC1(C)C2CC(=O)N12,-363.885895
CC1(C)C2N1CC2=O,-363.872003
CC1(C)C2NC(=O)C12,-363.894965
CC1(C)C2OC(=N)C12,-363.8723
CC1(C)C2OC(=O)C12,-383.776096
CC1(O)C2CC(=O)C12,-383.75942
CC1(O)C2NC(=O)C12,-399.817986
CC1(O)C2OC(=N)C12,-399.794457
CC1(O)C2OC(=O)C12,-419.699205
CC1(C)C2C(O)CN12,-365.048549
CC1(C)C2CC(O)C12,-349.009348
CC1(O)C2CC(O)C12,-384.933326
CC1CC2C1C2(C)C,-313.0851
CC1CC2C1C2(C)O,-349.008916
CC1OC2C1C2(C)C,-349.006632
CC1OC2C1C2(C)O,-384.929222
CC1(C)CC2CC1C2,-313.09971
CC1(C)CC2CC1O2,-349.022887
CC1(C)OC2CC1C2,-349.023135
CC1(O)CC2CC1C2,-349.030175
CC1(O)CC2CC1O2,-384.951741
[NH2+]=C1[CH-]C(=O)C=CN1,-378.811015
N=C1CC=CC(=O)N1,-378.815076
N=C1CC=CC(=O)O1,-398.685298
N=C1NC(=O)CC=C1,-378.816871
N=C1OC(=O)CC=C1,-398.687642
C1C=CC(=O)CC1=O,-382.626399
N=C1CC(=N)OCO1,-415.91175
N=C1CC(=O)CCO1,-399.867864
N=C1CC(=O)OCO1,-435.812172
N=C1CCCC(=O)N1,-380.020182
N=C1CCCC(=O)O1,-399.890811
N=C1CCNC(=O)N1,-396.080285
N=C1CCNC(=O)O1,-415.951879
N=C1CCOC(=O)N1,-415.952657
N=C1CCOC(=O)O1,-435.822248
N=C1CNCC(=O)N1,-396.054556
N=C1CNCC(=O)O1,-415.925086
N=C1COCC(=N)N1,-396.026811
N=C1COCC(=O)N1,-415.930076
N=C1COCC(=O)O1,-435.800243
N=C1NC(=N)OCO1,-431.981863
N=C1NC(=O)CCO1,-415.950743
N=C1NC(=O)OCO1,-451.886598
N=C1NCCC(=O)N1,-396.073902
C1CC(=O)CC(=O)C1,-383.829851
C1CC(=O)NC(=O)C1,-399.922941
C1CNC(=O)CC1=O,-399.896697
C1CNC(=O)NC1=O,-415.983106
C1COC(=O)CC1=O,-419.768808
C1COC(=O)NC1=O,-435.854875
C1C(=O)CNCC1=O,-399.863452
C1C(=O)NC(=O)CN1,-415.955291
C1C(=O)NC(=O)CO1,-435.831692
CC1=CC(=O)CCC1,-347.890267
CC1=CC(=O)CCN1,-363.944357
CC1=CC(=O)CNC1,-363.924678
CC1=CC(=O)COC1,-383.801536
CC1=CC(=O)NCC1,-363.954067
CC1=CC(=O)OCC1,-383.828479
NC1=CC(=N)OCC1,-379.982558
C1CC(=CC(=O)C1)N,-363.948151
C1C(=CC(=O)CN1)N,-379.980678
C1C(=CC(=O)CO1)N,-399.858753
C1CNC(=O)C=C1N,-380.009213
C1COC(=O)C=C1N,-399.885189
CC1=CCCC(=O)C1,-347.883068
CC1=CCCC(=O)N1,-363.958966
CC1=CCNC(=O)C1,-363.952478
CC1=CCNC(=O)N1,-380.019012
CC1=CCOC(=N)C1,-363.92101
CC1=CCOC(=O)C1,-383.824219
CC1=CCOC(=O)N1,-399.890443
CC1=NCCC(=O)O1,-399.892283
C1CN=C(NC1=O)N,-396.07538
CC1CC(=O)CC=C1,-347.877747
CC1CC(=O)NC=C1,-363.952167
CC1CC(=O)OC=N1,-399.883694
CC1NC(=O)CC=C1,-363.948916
CC1NC(=O)NC=C1,-380.014951
CC1OC(=N)CC=C1,-363.919824
CC1OC(=O)CC=C1,-383.822283
CC1OC(=O)NC=C1,-399.887555
OC1CC(=O)CC=C1,-383.799874
OC1CC(=O)NC=C1,-399.874936
CC1CC(=O)C=CN1,-363.937638
CC1CC=CC(=O)C1,-347.88384
CC1CC=CC(=O)N1,-363.950101
CC1CC=CC(=O)O1,-383.826022
CN1CC=CC(=O)C1,-363.912479
OC1CC=CC(=O)C1,-383.807308
CC1CC(C)N=CO1,-365.124992
CC1CC(O)CC=C1,-349.058115
CC1CC=CC(C)C1,-313.133821
CC1CC=CC(C)O1,-349.05758
CC1CC=CC(O)C1,-349.057997
OC1CC=CC(O)C1,-384.981687
CC1=CCCC(O)C1,-349.063427
CC1CC(C)=CCO1,-349.058979
CC1CCC=C(C)C1,-313.139066
CC1CCN=C(C)O1,-365.132357
CC1CC(=N)OCO1,-401.051212
CC1CC(=O)CCO1,-385.007329
CC1CC(=O)OCO1,-420.952207
CC1CCCC(=N)O1,-365.129259
CC1CCCC(=O)C1,-349.087123
CC1CCCC(=O)N1,-365.157009
CC1CCCC(=O)O1,-385.030669
CC1CCNC(=O)C1,-365.154758
CC1CCNC(=O)N1,-381.216444
CC1CCNC(=O)O1,-401.092533
CC1CCOC(=N)C1,-365.125107
CC1CCOC(=N)O1,-401.055115
CC1CCOC(=O)C1,-385.026499
CC1CCOC(=O)N1,-401.090447
CC1CCOC(=O)O1,-420.96376
CC1CNCC(=N)O1,-381.164413
CC1CNCC(=O)C1,-365.121865
CC1CNCC(=O)N1,-381.192434
CC1CNCC(=O)O1,-401.06585
CC1COCC(=N)O1,-401.042451
CC1COCC(=O)C1,-384.999341
CC1COCC(=O)N1,-401.070582
CC1COCC(=O)O1,-420.944036
CC1OCCC(=N)O1,-401.054699
CC1OCCC(=O)O1,-420.955773
CN1CCCC(=O)C1,-365.11641
CN1CCNC(=O)C1,-381.185026
CN1CCOC(=N)C1,-381.155072
CN1CCOC(=O)C1,-401.056702
OC1CCCC(=O)C1,-385.011202
OC1CCNC(=O)C1,-401.078472
OC1CCOC(=N)C1,-401.048849
OC1CCOC(=O)C1,-420.949865
OC1CNCC(=O)C1,-401.045533
OC1COCC(=O)C1,-420.922094
CC1=CC(O)CCC1,-349.062986
CC1=CC(O)COC1,-384.977285
CC1CCCC(C)=C1,-313.138461
CC1CCOC(C)=N1,-365.129782
CC1COCC(C)=C1,-349.054198
CC1OCCC(C)=C1,-349.058388
CC1CC(C)OCO1,-386.191656
CC1CC(O)CCO1,-386.188528
CC1CCCC(C)C1,-314.343317
CC1CCCC(C)O1,-350.268541
CC1CCCC(O)C1,-350.267895
CC1CCOC(C)C1,-350.264552
CC1CCOC(C)O1,-386.194907
CC1COCC(C)C1,-350.260359
CC1COCC(C)O1,-386.183738
CC1COCC(O)C1,-386.183493
OC1CCCC(O)C1,-386.191715
OC1COCC(O)C1,-422.105782
CC(C)CC1CC1C,-314.306835
CC(C)CC1CC1O,-350.22911
CC(C)CC1CN1C,-330.336936
CC(C)CC1OC1C,-350.234985
CC(C)OC1CC1C,-350.228243
CC(C)OC1CC1O,-386.149796
CC(O)CC1CC1C,-350.232519
CC(O)CC1CC1O,-386.156541
CC(O)CC1CN1C,-366.263823
CC(O)CC1OC1C,-386.160958
CC(O)CN1CC1C,-366.269267
CC(=N)OC1CC1O,-401.01391
CC(=O)CC1CC1O,-384.977917
CC(=O)NC1CC1O,-401.046777
CC(=O)OC1CC1O,-420.922068
CC1CC1CC(C)=O,-349.052877
CC1CC1CC(N)=O,-365.125233
CC1CC1NC(C)=O,-365.123944
CC1CC1NC(N)=O,-381.184553
CC1CC1OC(C)=N,-365.097052
CC1CC1OC(C)=O,-385.002724
CC1CC1OC(N)=O,-401.066077
CC1CN1CC(C)=O,-365.087141
CC1CN1CC(N)=O,-381.161754
CC1NC1CC(C)=O,-365.099058
CC1NC1CC(N)=O,-381.171354
CC1[NH2+]C1CC([O-])=O,-401.051542
CC1OC1CC(C)=O,-384.981156
CC1OC1CC(N)=O,-401.054575
CN1CC1CC(C)=O,-365.084619
CN1CC1CC(N)=O,-381.15534
NC(=O)CC1CC1O,-401.048362
NC(=O)NC1CC1O,-417.106567
NC(=O)OC1CC1O,-436.985293
[NH3+]C1CC1CC([O-])=O,-401.051672
CC1=C(CC(=O)C1)C,-347.888374
CC1=C(NC(=O)C1)C,-363.960978
CC1=CC(=O)C(=N)N1,-378.806104
CC1=CC(=O)C(=O)C1,-382.623543
CC1=CC(=O)C(=O)N1,-398.695124
C1C(=CC(=O)C1=O)N,-398.68643
CC1=CC(=N)NC1=O,-378.821799
CC1=CC(=N)OC1=O,-398.699895
CC1=CC(=O)CC1=O,-382.637616
CC1=CC(=O)NC1=N,-378.821721
CC1=CC(=O)NC1=O,-398.719898
CC1=CC(=O)OC1=N,-398.700268
NC1=CC(=N)NC1=O,-394.87759
NC1=CC(=N)OC1=O,-414.755886
C1C(=O)C=C(C1=O)N,-398.699577
NC1=CC(=O)NC1=N,-394.880794
C1=C(C(=O)NC1=O)N,-414.780974
NC1=CC(=O)OC1=N,-414.76086
CC1=CC(O)C(=O)C1,-383.80477
CC1=CC(O)C(=O)N1,-399.876056
CC1C=C(C)CC1=O,-347.883852
CC1C=C(C)NC1=O,-363.957227
CC1N=C(C)NC1=N,-360.118763
CC1N=C(C)NC1=O,-380.022653
CC1N=C(C)OC1=O,-399.900154
CC1N=C(N)NC1=O,-396.077048
CC1=CN(C(=O)C1)C,-363.951744
CC1CC(=O)C(=N)N1,-379.996126
CC1CC(=O)C(=N)O1,-399.868219
CC1CC(=O)C(=O)C1,-383.817657
CC1CC(=O)C(=O)N1,-399.892037
CC1CC(=O)C(=O)O1,-419.766461
CC1OC(=N)C(=N)O1,-415.919335
CC1OC(=N)C(=O)O1,-435.821388
CC1OC(=O)C(=O)O1,-455.716876
CN1CC(=O)C(=O)C1,-399.840263
C1C(CC(=O)C1=O)O,-419.740209
CC1=CC(O)CC1=O,-383.813938
CC1CC(=O)C(C)=C1,-347.891952
CC1CC(=O)C(N)=N1,-380.003533
CC1NC(=O)C(C)=C1,-363.960474
CC1OC(=N)C(C)=C1,-363.937452
CC1OC(=O)C(C)=C1,-383.839323
CC1=CC(=O)CC1O,-383.812944
CC1CC(=O)C=C1C,-347.891272
CC1CC(=O)C=C1N,-363.949959
CC1NC(=O)C=C1C,-363.959241
CC1NC(=O)C=C1N,-380.011405
CC1OC(=N)C=C1C,-363.936372
CC1OC(=N)C=C1N,-379.988923
CC1OC(=O)C=C1C,-383.838636
CC1OC(=O)C=C1N,-399.893742
NC1=CC(=O)CC1O,-399.874647
CC1CC(=N)NC1=O,-380.022645
CC1CC(=N)OC1=O,-399.897399
CC1CC(=O)CC1=O,-383.83032
CC1CC(=O)NC1=N,-380.022702
CC1CC(=O)NC1=O,-399.925547
CC1CC(=O)OC1=N,-399.897362
CC1NC(=N)NC1=O,-396.077723
CC1NC(=O)CC1=O,-399.901717
CC1NC(=O)NC1=N,-396.084509
CC1NC(=O)NC1=O,-415.987085
CC1NC(=O)OC1=N,-415.960555
CC1OC(=N)CC1=O,-399.875647
CC1OC(=N)NC1=N,-396.056505
CC1OC(=N)NC1=O,-415.958828
CC1OC(=O)CC1=O,-419.776919
CC1OC(=O)NC1=N,-415.961698
CC1OC(=O)OC1=N,-435.835686
CN1CC(=N)NC1=O,-396.078393
CN1CC(=N)OC1=O,-415.954165
CN1CC(=O)CC1=O,-399.896355
CN1CC(=O)NC1=N,-396.07255
CN1CC(=O)NC1=O,-415.980929
NC1CC(=N)OC1=O,-415.93892
NC1CC(=O)NC1=O,-415.967164
NC1CC(=O)OC1=N,-415.939564
OC1CC(=N)NC1=O,-415.943828
OC1CC(=N)OC1=O,-435.817325
OC1CC(=O)CC1=O,-419.75272
OC1CC(=O)NC1=N,-415.945689
OC1CC(=O)NC1=O,-435.846217
OC1CC(=O)OC1=N,-435.819162
CC1CC(=N)OC1C,-365.131931
CC1CC(=O)CC1C,-349.083194
CC1CC(=O)CC1O,-385.007583
CC1CC(=O)CN1C,-365.114022
CC1CC(=O)NC1C,-365.155929
CC1CC(=O)OC1C,-385.034262
CC1NC(=O)CC1O,-401.081822
CC1NC(=O)NC1C,-381.215724
CC1NC(=O)OC1C,-401.096178
CC1OC(=N)CC1O,-401.055073
CC1OC(=N)OC1C,-401.066031
CC1OC(=O)CC1O,-420.957276
CC1OC(=O)OC1C,-420.9743
OC1CC(=O)CC1O,-420.936509
CC1=C(C)CC(O)C1,-349.065496
CC1CC(C)=C(C)C1,-313.140908
CC1=CC(=O)C(O)C1,-383.815613
CC1CC(C)=CC1=O,-347.893104
CC1CC(N)=CC1=O,-363.95161
CC1=CC(=O)N(C1)C,-363.954641
CN1CC(=CC1=O)N,-380.007485
NC1=CC(=O)C(O)C1,-399.876006
CC1=CC(O)C(O)C1,-384.988229
CC1C=C(C)CC1O,-349.060027
CC1CC(C)=CC1C,-313.133311
CC1CC(C)=CC1O,-349.060957
CC1OC(C)=NC1C,-365.135536
CC1OC(N)=NC1C,-381.190627
CC1CC(=O)C(C)O1,-385.007501
CC1CC(C)C(=N)O1,-365.132255
CC1CC(C)C(=O)C1,-349.087607
CC1CC(C)C(=O)N1,-365.160086
CC1CC(C)C(=O)O1,-385.038359
CC1CC(N)C(=O)O1,-401.080613
CC1CC(O)C(=N)O1,-401.059835
CC1CC(O)C(=O)C1,-385.01072
CC1CC(O)C(=O)N1,-401.083671
CC1CC(O)C(=O)O1,-420.960281
CC1CC(O)CC1=O,-385.010195
CC1CN(C)C(=O)C1,-365.154406
CC1CN(C)C(=O)N1,-381.212526
CC1CN(C)C(=O)O1,-401.093275
CC1CN(C)CC1=O,-365.110569
CC1OC(C)C(=N)O1,-401.063237
CC1OC(C)C(=O)O1,-420.964408
CN1CC(O)C(=O)C1,-401.033397
CN1CC(O)CC1=O,-401.076939
OC1CC(O)C(=O)C1,-420.932633
CC1=CC(O)CC1O,-384.985672
CC1CC(C)C(C)=C1,-313.135703
CC1CC(O)C(C)=C1,-349.061493
CC1CC(O)C=C1C,-349.06059
CC1OC(C)C(C)=C1,-349.062025
CC1CC(C)C(C)C1,-314.334697
CC1CC(C)C(C)O1,-350.263568
CC1CC(C)C(O)C1,-350.262005
CC1CC(O)C(C)O1,-386.188475
CC1CC(O)C(O)C1,-386.189789
CC1CC(O)CC1C,-350.258583
CC1CC(O)CC1O,-386.189936
CC1OC(C)C(C)O1,-386.195467
OC1CC(O)C(O)C1,-422.114719
CC12CC(=O)C1CO2,-383.760771
CC12CCC1C(=N)O2,-363.889979
CC12CCC1C(=O)C2,-347.837108
CC12CCC1C(=O)N2,-363.910351
CC12CCC1C(=O)O2,-383.794322
CC12CCN1C(=O)C2,-363.892844
CC12CNC1C(=N)O2,-379.921699
CC12CNC1C(=O)O2,-399.825415
CC12COC1C(=N)N2,-379.918203
CC12COC1C(=N)O2,-399.802424
CC12COC1C(=O)C2,-383.75154
CC12COC1C(=O)N2,-399.823262
CC12COC1C(=O)O2,-419.705106
OC12CCC1C(=O)C2,-383.761628
OC12CNC1C(=O)C2,-399.794824
OC12COC1C(=O)C2,-419.673957
CC12CC(O)C1CO2,-384.940647
CC12CCC1C(O)C2,-349.014187
CC12COC1C(O)C2,-384.932218
CC1CC2(C)CCC12,-313.08837
CC1CC2(C)COC12,-349.012874
CC1CC2(C)OCC12,-349.015069
CC1CC2(O)CCC12,-349.014398
CC1CC2(O)COC12,-384.937709
CC1OC2(C)CCC12,-349.019897
CC1OC2(C)COC12,-384.941409
CN1CC2(C)OCC12,-365.047745
CN1CC2(O)CCC12,-365.048872
OC1CC2(O)CCC12,-384.939766
OC1CC2(O)COC12,-420.855752
CC12CC(C1)C2C#C,-310.624793
CC12CC(C1)C2C#N,-326.733232
CC12CC(N1)C2C#N,-342.766043
CC12CC(O1)C2C#C,-346.537967
CC12CC(O1)C2C#N,-362.645275
CC12CN(C1)C2C#C,-326.64706
CC12CN(C1)C2C#N,-342.753136
NC12CN(C1)C2C#N,-358.800367
OC12CC(C1)C2C#C,-346.550453
OC12CC(C1)C2C#N,-362.65847
OC12CN(C1)C2C#C,-362.575272
OC12CN(C1)C2C#N,-378.680703
CC12CC(C1)C2C=O,-347.799317
CC12CC(C1)N2C=O,-363.853003
CC12CC(O1)C2C=O,-383.716406
CC12CN(C1)C2C=O,-363.820556
OC12CC(C1)C2C=O,-383.726124
OC12CN(C1)C2C=O,-399.749697
CC12CC(C1)C2CO,-348.984593
CC12CC(O1)C2CO,-384.902861
CC12CN(C1)C2CO,-365.011301
CCC1C2CC1(C)C2,-313.064862
CCC1C2CC1(C)O2,-348.980705
CCC1C2CC1(O)C2,-348.992118
CCC1N2CC1(O)C2,-365.020064
COC1C2CC1(C)C2,-348.984766
COC1C2CC1(C)O2,-384.899483
COC1C2CC1(O)C2,-384.911817
OCC1C2CC1(O)C2,-384.913624
